conflict_name,start_year,end_year,theater,battle_name,country,alliance,role,casualties_mil_k,casualties_civ_k,military_personnel_k,front,outcome,treaty,key_leader,equipment_focus,notes
World War I,1914,1918,Middle East,Ypres,Russia,Allied Powers,Support,663.09,406.18,2681.93,Middle East,Allied Victory,Armistice of 1918,Kaiser Wilhelm II,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Italian Front,Marne,Germany,Central Powers,Belligerent,17.57,231.23,2393.43,Italian Front,Allied Victory,Treaty of Sevres,Franz Joseph I,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Middle East,Gallipoli,Germany,Central Powers,Belligerent,75.59,395.14,57.4,Middle East,Allied Victory,Treaty of Saint-Germain,Woodrow Wilson,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Italian Front,Verdun,United States,Allied Powers,Belligerent,253.24,434.8,1282.4,Italian Front,Allied Victory,Treaty of Versailles,Franz Joseph I,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Naval,Marne,France,Allied Powers,Belligerent,860.12,290.3,483.17,Naval,Allied Victory,Treaty of Trianon,Kaiser Wilhelm II,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Naval,Tannenberg,Serbia,Allied Powers,Air,485.91,448.78,2039.33,Naval,Allied Victory,Treaty of Sevres,Franz Joseph I,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Balkans,Jutland,Ottoman Empire,Central Powers,Support,151.21,575.91,2880.22,Balkans,Allied Victory,Armistice of 1918,Kaiser Wilhelm II,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Italian Front,Verdun,Russia,Allied Powers,Belligerent,638.48,218.42,2626.86,Italian Front,Allied Victory,Treaty of Saint-Germain,Nicholas II,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Balkans,Gallipoli,Belgium,Allied Powers,Air,65.57,160.03,68.6,Balkans,Allied Victory,Treaty of Saint-Germain,David Lloyd George,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Western Front,Caporetto,Serbia,Allied Powers,Expeditionary,833.0,186.8,891.1,Western Front,Allied Victory,Treaty of Sevres,Enver Pasha,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Naval,Verdun,Serbia,Allied Powers,Naval,168.06,133.9,2964.19,Naval,Allied Victory,Armistice of 1918,Georges Clemenceau,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Eastern Front,Caporetto,Ottoman Empire,Central Powers,Belligerent,36.83,116.99,2418.65,Eastern Front,Allied Victory,Treaty of Trianon,Enver Pasha,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Italian Front,Jutland,United States,Allied Powers,Belligerent,785.52,199.53,273.3,Italian Front,Allied Victory,Armistice of 1918,Georges Clemenceau,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Western Front,Gallipoli,Italy,Allied Powers,Air,79.68,399.41,1436.84,Western Front,Allied Victory,Armistice of 1918,Enver Pasha,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Middle East,Marne,United Kingdom,Allied Powers,Belligerent,862.99,219.7,231.18,Middle East,Allied Victory,Treaty of Saint-Germain,Kaiser Wilhelm II,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Air,Jutland,Italy,Allied Powers,Naval,442.66,111.82,860.11,Air,Allied Victory,Armistice of 1918,Kaiser Wilhelm II,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Middle East,Verdun,United Kingdom,Allied Powers,Belligerent,845.4,340.4,2424.98,Middle East,Allied Victory,Armistice of 1918,Franz Joseph I,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Italian Front,Gallipoli,Serbia,Allied Powers,Support,621.83,163.17,2385.08,Italian Front,Allied Victory,Treaty of Versailles,Franz Joseph I,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Eastern Front,Tannenberg,Serbia,Allied Powers,Support,624.39,81.0,2633.3,Eastern Front,Allied Victory,Treaty of Sevres,Franz Joseph I,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Eastern Front,Ypres,Belgium,Allied Powers,Support,314.28,528.27,2081.52,Eastern Front,Allied Victory,Treaty of Trianon,Georges Clemenceau,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Air,Marne,Austria-Hungary,Central Powers,Expeditionary,340.32,36.84,1065.01,Air,Allied Victory,Treaty of Saint-Germain,Woodrow Wilson,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Eastern Front,Caporetto,Belgium,Allied Powers,Belligerent,474.13,551.12,639.19,Eastern Front,Allied Victory,Armistice of 1918,Franz Joseph I,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Italian Front,Gallipoli,Germany,Central Powers,Belligerent,799.94,414.73,1106.04,Italian Front,Allied Victory,Treaty of Saint-Germain,Kaiser Wilhelm II,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Africa,Caporetto,United Kingdom,Allied Powers,Naval,655.24,473.79,1464.46,Africa,Allied Victory,Treaty of Saint-Germain,Nicholas II,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Eastern Front,Verdun,United States,Allied Powers,Support,822.84,389.83,722.32,Eastern Front,Allied Victory,Treaty of Saint-Germain,Franz Joseph I,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Air,Verdun,Ottoman Empire,Central Powers,Naval,163.62,298.78,495.66,Air,Allied Victory,Treaty of Versailles,Woodrow Wilson,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1919,Italian Front,Verdun,United Kingdom,Allied Powers,Air,186.62,329.98,2511.46,Italian Front,Allied Victory,Armistice of 1918,Woodrow Wilson,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Balkans,Gallipoli,France,Allied Powers,Expeditionary,721.25,149.12,316.65,Balkans,Allied Victory,Armistice of 1918,Nicholas II,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Air,Ypres,France,Allied Powers,Support,529.72,86.03,1645.84,Air,Allied Victory,Treaty of Saint-Germain,Nicholas II,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Balkans,Somme,Austria-Hungary,Central Powers,Support,768.22,304.73,2028.21,Balkans,Allied Victory,Treaty of Versailles,Franz Joseph I,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Air,Caporetto,Serbia,Allied Powers,Naval,254.27,430.95,2634.85,Air,Allied Victory,Armistice of 1918,Kaiser Wilhelm II,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Africa,Ypres,Serbia,Allied Powers,Air,888.47,113.34,1594.24,Africa,Allied Victory,Treaty of Versailles,Georges Clemenceau,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Middle East,Tannenberg,France,Allied Powers,Air,323.42,169.08,552.82,Middle East,Allied Victory,Treaty of Saint-Germain,David Lloyd George,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Africa,Tannenberg,Italy,Allied Powers,Belligerent,9.36,315.23,499.09,Africa,Allied Victory,Treaty of Sevres,Woodrow Wilson,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Africa,Ypres,France,Allied Powers,Expeditionary,542.03,378.78,2369.12,Africa,Allied Victory,Treaty of Sevres,David Lloyd George,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Air,Marne,Italy,Allied Powers,Expeditionary,449.98,297.79,1520.35,Air,Allied Victory,Armistice of 1918,Enver Pasha,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Naval,Ypres,Italy,Allied Powers,Support,117.31,283.21,285.1,Naval,Allied Victory,Treaty of Versailles,Enver Pasha,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Italian Front,Verdun,Serbia,Allied Powers,Air,512.66,473.97,803.58,Italian Front,Allied Victory,Treaty of Sevres,Nicholas II,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Naval,Verdun,Italy,Allied Powers,Belligerent,350.11,369.72,2154.23,Naval,Allied Victory,Treaty of Sevres,Woodrow Wilson,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Africa,Verdun,Serbia,Allied Powers,Naval,260.45,345.77,583.38,Africa,Allied Victory,Treaty of Sevres,Franz Joseph I,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Eastern Front,Caporetto,Austria-Hungary,Central Powers,Air,862.37,520.22,915.5,Eastern Front,Allied Victory,Treaty of Saint-Germain,David Lloyd George,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Eastern Front,Ypres,United Kingdom,Allied Powers,Naval,643.6,582.46,2413.49,Eastern Front,Allied Victory,Treaty of Saint-Germain,Franz Joseph I,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Africa,Ypres,Italy,Allied Powers,Air,588.88,336.19,527.56,Africa,Allied Victory,Treaty of Saint-Germain,David Lloyd George,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Balkans,Ypres,Russia,Allied Powers,Belligerent,813.07,559.83,2241.31,Balkans,Allied Victory,Treaty of Trianon,Georges Clemenceau,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Middle East,Jutland,Serbia,Allied Powers,Support,316.32,74.42,1870.54,Middle East,Allied Victory,Armistice of 1918,Enver Pasha,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Air,Marne,United Kingdom,Allied Powers,Expeditionary,207.76,337.81,1518.24,Air,Allied Victory,Armistice of 1918,Nicholas II,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Air,Verdun,Ottoman Empire,Central Powers,Air,383.5,250.05,2791.11,Air,Allied Victory,Treaty of Saint-Germain,Enver Pasha,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1919,Western Front,Ypres,Austria-Hungary,Central Powers,Naval,389.9,358.87,934.36,Western Front,Allied Victory,Treaty of Trianon,Enver Pasha,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Naval,Gallipoli,Germany,Central Powers,Expeditionary,195.88,309.36,1220.82,Naval,Allied Victory,Treaty of Versailles,Enver Pasha,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Eastern Front,Caporetto,Germany,Central Powers,Belligerent,586.07,340.85,2194.43,Eastern Front,Allied Victory,Treaty of Saint-Germain,Woodrow Wilson,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Naval,Tannenberg,United States,Allied Powers,Support,599.37,322.38,2017.72,Naval,Allied Victory,Treaty of Versailles,Woodrow Wilson,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Eastern Front,Ypres,Ottoman Empire,Central Powers,Expeditionary,878.47,414.31,1798.25,Eastern Front,Allied Victory,Treaty of Versailles,Enver Pasha,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Western Front,Gallipoli,United States,Allied Powers,Naval,217.94,21.97,2432.06,Western Front,Allied Victory,Armistice of 1918,David Lloyd George,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Eastern Front,Jutland,Russia,Allied Powers,Support,149.34,316.06,1096.16,Eastern Front,Allied Victory,Treaty of Saint-Germain,Kaiser Wilhelm II,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Balkans,Tannenberg,Germany,Central Powers,Belligerent,448.54,344.45,444.8,Balkans,Allied Victory,Treaty of Versailles,Enver Pasha,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Balkans,Somme,Italy,Allied Powers,Belligerent,19.23,272.3,1850.78,Balkans,Allied Victory,Armistice of 1918,Woodrow Wilson,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Western Front,Tannenberg,Ottoman Empire,Central Powers,Support,219.64,541.57,153.86,Western Front,Allied Victory,Treaty of Sevres,Nicholas II,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Africa,Gallipoli,Russia,Allied Powers,Expeditionary,712.2,231.61,2585.55,Africa,Allied Victory,Treaty of Trianon,Nicholas II,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Naval,Ypres,United States,Allied Powers,Support,224.22,562.31,173.41,Naval,Allied Victory,Treaty of Trianon,Kaiser Wilhelm II,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Italian Front,Ypres,Austria-Hungary,Central Powers,Support,330.01,447.05,2502.01,Italian Front,Allied Victory,Treaty of Saint-Germain,Franz Joseph I,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Western Front,Somme,France,Allied Powers,Belligerent,123.32,206.7,202.11,Western Front,Allied Victory,Treaty of Versailles,Nicholas II,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Middle East,Jutland,Italy,Allied Powers,Naval,743.75,390.97,1379.22,Middle East,Allied Victory,Treaty of Versailles,Franz Joseph I,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1919,Balkans,Caporetto,Italy,Allied Powers,Belligerent,230.45,224.56,756.22,Balkans,Allied Victory,Treaty of Trianon,Franz Joseph I,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Italian Front,Marne,Belgium,Allied Powers,Expeditionary,412.92,554.53,1191.67,Italian Front,Allied Victory,Armistice of 1918,Kaiser Wilhelm II,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Italian Front,Jutland,France,Allied Powers,Air,204.57,333.15,1137.94,Italian Front,Allied Victory,Treaty of Versailles,Nicholas II,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Western Front,Somme,Austria-Hungary,Central Powers,Air,897.59,481.85,1038.71,Western Front,Allied Victory,Armistice of 1918,David Lloyd George,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Middle East,Tannenberg,Ottoman Empire,Central Powers,Air,742.23,574.55,1113.64,Middle East,Allied Victory,Treaty of Versailles,Georges Clemenceau,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Western Front,Verdun,Italy,Allied Powers,Support,161.69,16.26,916.53,Western Front,Allied Victory,Treaty of Trianon,Woodrow Wilson,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Middle East,Marne,United Kingdom,Allied Powers,Belligerent,133.86,65.98,453.27,Middle East,Allied Victory,Treaty of Versailles,Nicholas II,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1919,Italian Front,Marne,United Kingdom,Allied Powers,Air,831.83,178.62,2601.2,Italian Front,Allied Victory,Armistice of 1918,Nicholas II,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Air,Caporetto,Russia,Allied Powers,Expeditionary,100.24,429.29,2882.62,Air,Allied Victory,Treaty of Saint-Germain,Woodrow Wilson,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Africa,Caporetto,France,Allied Powers,Support,351.78,41.68,1361.68,Africa,Allied Victory,Armistice of 1918,Kaiser Wilhelm II,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Africa,Marne,Italy,Allied Powers,Air,287.59,148.49,989.23,Africa,Allied Victory,Armistice of 1918,David Lloyd George,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Eastern Front,Gallipoli,Russia,Allied Powers,Naval,836.69,173.71,1665.43,Eastern Front,Allied Victory,Treaty of Trianon,Georges Clemenceau,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Western Front,Jutland,Austria-Hungary,Central Powers,Belligerent,835.7,179.4,2227.45,Western Front,Allied Victory,Treaty of Versailles,Nicholas II,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Balkans,Caporetto,Italy,Allied Powers,Naval,517.0,29.73,1012.88,Balkans,Allied Victory,Treaty of Versailles,Nicholas II,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Balkans,Tannenberg,Belgium,Allied Powers,Expeditionary,299.75,208.65,1900.95,Balkans,Allied Victory,Armistice of 1918,Kaiser Wilhelm II,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1919,Western Front,Gallipoli,United States,Allied Powers,Naval,653.21,532.01,1844.35,Western Front,Allied Victory,Treaty of Sevres,Nicholas II,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Africa,Verdun,Belgium,Allied Powers,Support,249.53,599.42,587.66,Africa,Allied Victory,Treaty of Trianon,David Lloyd George,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Eastern Front,Gallipoli,Germany,Central Powers,Air,306.27,144.55,643.58,Eastern Front,Allied Victory,Treaty of Saint-Germain,Kaiser Wilhelm II,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1919,Western Front,Marne,France,Allied Powers,Belligerent,26.92,207.82,2269.42,Western Front,Allied Victory,Treaty of Versailles,Franz Joseph I,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Western Front,Jutland,Italy,Allied Powers,Support,816.19,381.0,678.22,Western Front,Allied Victory,Treaty of Sevres,Kaiser Wilhelm II,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Middle East,Verdun,Ottoman Empire,Central Powers,Naval,779.52,224.59,1003.56,Middle East,Allied Victory,Treaty of Saint-Germain,Enver Pasha,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Africa,Tannenberg,Austria-Hungary,Central Powers,Support,375.23,112.11,705.0,Africa,Allied Victory,Armistice of 1918,Franz Joseph I,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Italian Front,Verdun,United Kingdom,Allied Powers,Air,112.8,409.33,2995.61,Italian Front,Allied Victory,Armistice of 1918,Kaiser Wilhelm II,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Western Front,Caporetto,United States,Allied Powers,Air,541.65,493.15,327.49,Western Front,Allied Victory,Treaty of Sevres,Nicholas II,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Naval,Jutland,Ottoman Empire,Central Powers,Air,595.06,179.36,639.79,Naval,Allied Victory,Treaty of Versailles,Kaiser Wilhelm II,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Balkans,Verdun,Germany,Central Powers,Naval,127.1,176.4,2251.09,Balkans,Allied Victory,Treaty of Trianon,Woodrow Wilson,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Balkans,Gallipoli,Ottoman Empire,Central Powers,Air,465.48,312.94,1461.44,Balkans,Allied Victory,Armistice of 1918,David Lloyd George,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Air,Marne,Italy,Allied Powers,Air,12.41,491.59,1041.94,Air,Allied Victory,Treaty of Trianon,Nicholas II,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Western Front,Somme,Russia,Allied Powers,Support,756.1,21.66,82.19,Western Front,Allied Victory,Treaty of Saint-Germain,Kaiser Wilhelm II,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Eastern Front,Caporetto,Russia,Allied Powers,Air,320.01,413.94,1122.24,Eastern Front,Allied Victory,Treaty of Trianon,Woodrow Wilson,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Naval,Verdun,Austria-Hungary,Central Powers,Support,348.19,251.87,922.76,Naval,Allied Victory,Treaty of Sevres,Kaiser Wilhelm II,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Eastern Front,Verdun,United Kingdom,Allied Powers,Air,37.2,379.19,577.09,Eastern Front,Allied Victory,Treaty of Trianon,Nicholas II,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1919,Air,Gallipoli,Belgium,Allied Powers,Air,323.85,243.05,461.99,Air,Allied Victory,Treaty of Sevres,David Lloyd George,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Air,Caporetto,Serbia,Allied Powers,Belligerent,7.01,465.77,1353.28,Air,Allied Victory,Treaty of Sevres,David Lloyd George,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Air,Ypres,Austria-Hungary,Central Powers,Support,763.48,328.23,1843.26,Air,Allied Victory,Treaty of Versailles,Woodrow Wilson,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Italian Front,Gallipoli,Germany,Central Powers,Belligerent,822.44,43.82,441.01,Italian Front,Allied Victory,Treaty of Sevres,Enver Pasha,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Italian Front,Tannenberg,Serbia,Allied Powers,Expeditionary,878.83,282.78,1443.42,Italian Front,Allied Victory,Treaty of Versailles,Woodrow Wilson,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Italian Front,Verdun,United States,Allied Powers,Support,896.24,292.04,2319.67,Italian Front,Allied Victory,Treaty of Versailles,Franz Joseph I,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Middle East,Caporetto,Belgium,Allied Powers,Air,764.49,403.06,647.64,Middle East,Allied Victory,Treaty of Versailles,Kaiser Wilhelm II,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Eastern Front,Marne,Ottoman Empire,Central Powers,Support,621.27,412.87,424.37,Eastern Front,Allied Victory,Treaty of Trianon,Woodrow Wilson,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Western Front,Caporetto,Russia,Allied Powers,Support,176.94,28.06,2770.86,Western Front,Allied Victory,Treaty of Versailles,Georges Clemenceau,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1919,Italian Front,Tannenberg,Germany,Central Powers,Naval,54.49,369.21,1899.62,Italian Front,Allied Victory,Treaty of Trianon,David Lloyd George,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Middle East,Jutland,Austria-Hungary,Central Powers,Naval,232.49,260.4,1047.84,Middle East,Allied Victory,Treaty of Saint-Germain,Woodrow Wilson,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Africa,Marne,Germany,Central Powers,Belligerent,880.82,375.2,325.18,Africa,Allied Victory,Treaty of Trianon,Nicholas II,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Balkans,Jutland,Belgium,Allied Powers,Air,371.19,20.34,1988.67,Balkans,Allied Victory,Treaty of Saint-Germain,Georges Clemenceau,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Eastern Front,Ypres,Serbia,Allied Powers,Expeditionary,639.57,104.01,2174.26,Eastern Front,Allied Victory,Treaty of Trianon,David Lloyd George,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Eastern Front,Caporetto,Ottoman Empire,Central Powers,Air,593.51,34.03,2507.8,Eastern Front,Allied Victory,Treaty of Saint-Germain,Enver Pasha,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Western Front,Caporetto,Russia,Allied Powers,Belligerent,460.5,175.87,868.33,Western Front,Allied Victory,Treaty of Sevres,David Lloyd George,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Middle East,Tannenberg,France,Allied Powers,Naval,683.95,139.47,1941.92,Middle East,Allied Victory,Treaty of Versailles,Kaiser Wilhelm II,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Naval,Tannenberg,United States,Allied Powers,Air,82.24,500.69,2223.16,Naval,Allied Victory,Treaty of Sevres,Kaiser Wilhelm II,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Eastern Front,Caporetto,Germany,Central Powers,Air,348.81,92.93,2316.65,Eastern Front,Allied Victory,Treaty of Versailles,Woodrow Wilson,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Air,Marne,Germany,Central Powers,Support,546.99,590.94,2088.21,Air,Allied Victory,Treaty of Trianon,Georges Clemenceau,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Eastern Front,Jutland,Austria-Hungary,Central Powers,Expeditionary,791.02,59.54,2002.37,Eastern Front,Allied Victory,Treaty of Trianon,Enver Pasha,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
