conflict_name,start_year,end_year,theater,operation_name,country,alliance,role,casualties_mil_k,casualties_civ_k,military_personnel_k,front,outcome,conference_or_treaty,key_leader,equipment_focus,notes
World War II,1939,1946,North Africa,Okinawa,Canada,Allies,Expeditionary,1150.4,605.98,2899.95,North Africa,Allied Victory,United Nations Charter,Franklin D. Roosevelt,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Atlantic,Iwo Jima,France,Allies,Naval,517.2,177.16,301.11,Atlantic,Allied Victory,United Nations Charter,Charles de Gaulle,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Asia,Okinawa,Germany,Axis,Support,399.15,1052.88,4089.84,Asia,Allied Victory,Potsdam Conference,Joseph Stalin,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,North Africa,Barbarossa,Japan,Axis,Naval,141.04,792.52,783.87,North Africa,Allied Victory,United Nations Charter,Hideki Tojo,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Eastern Front,Barbarossa,Soviet Union,Allies,Naval,14.62,881.05,388.23,Eastern Front,Allied Victory,Potsdam Conference,Joseph Stalin,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Atlantic,Battle of Britain,Japan,Axis,Belligerent,934.87,484.7,2607.66,Atlantic,Allied Victory,Potsdam Conference,Franklin D. Roosevelt,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Asia,El Alamein,United Kingdom,Allies,Air,429.29,459.11,2698.05,Asia,Allied Victory,Armistice,Franklin D. Roosevelt,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Atlantic,El Alamein,Japan,Axis,Belligerent,1206.64,1096.95,3663.78,Atlantic,Allied Victory,Armistice,Adolf Hitler,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Asia,El Alamein,France,Allies,Naval,412.94,808.26,1002.55,Asia,Allied Victory,Armistice,Hideki Tojo,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Eastern Front,Battle of Britain,Italy,Axis,Expeditionary,1361.71,1195.34,3162.07,Eastern Front,Allied Victory,Armistice,Joseph Stalin,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Pacific,Barbarossa,France,Allies,Naval,871.98,156.53,3754.94,Pacific,Allied Victory,Tehran Conference,Joseph Stalin,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,European,Okinawa,Germany,Axis,Naval,405.86,314.06,2380.81,European,Allied Victory,Potsdam Conference,Charles de Gaulle,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Eastern Front,Midway,Japan,Axis,Expeditionary,1327.72,855.73,2495.72,Eastern Front,Allied Victory,Yalta Conference,Adolf Hitler,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Eastern Front,D-Day,Italy,Axis,Support,1416.55,1013.11,2878.62,Eastern Front,Allied Victory,Armistice,Adolf Hitler,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Atlantic,Battle of Britain,United States,Allies,Support,56.74,124.38,331.14,Atlantic,Allied Victory,Tehran Conference,Franklin D. Roosevelt,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,European,El Alamein,Canada,Allies,Expeditionary,958.4,245.63,4394.83,European,Allied Victory,Yalta Conference,Franklin D. Roosevelt,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,Atlantic,Okinawa,Japan,Axis,Support,541.65,97.8,247.65,Atlantic,Allied Victory,Tehran Conference,Franklin D. Roosevelt,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Pacific,D-Day,Poland,Allies,Support,1354.06,941.98,3435.16,Pacific,Allied Victory,Armistice,Franklin D. Roosevelt,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Asia,Battle of Britain,Canada,Allies,Naval,847.59,403.92,4540.28,Asia,Allied Victory,Yalta Conference,Joseph Stalin,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Atlantic,Midway,Japan,Axis,Support,1005.5,182.57,1900.08,Atlantic,Allied Victory,Potsdam Conference,Hideki Tojo,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,North Africa,D-Day,France,Allies,Naval,261.14,616.22,3701.65,North Africa,Allied Victory,Potsdam Conference,Charles de Gaulle,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Asia,El Alamein,Poland,Allies,Belligerent,1338.03,1169.75,3304.21,Asia,Allied Victory,Yalta Conference,Joseph Stalin,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Pacific,Battle of Britain,Italy,Axis,Air,620.84,108.0,975.16,Pacific,Allied Victory,Potsdam Conference,Charles de Gaulle,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,North Africa,D-Day,China,Allies,Belligerent,756.03,199.7,398.24,North Africa,Allied Victory,Tehran Conference,Charles de Gaulle,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Asia,Stalingrad,Germany,Axis,Naval,453.82,649.72,3833.21,Asia,Allied Victory,Yalta Conference,Joseph Stalin,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,North Africa,Stalingrad,Germany,Axis,Air,66.4,406.67,3109.88,North Africa,Allied Victory,United Nations Charter,Winston Churchill,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,Eastern Front,D-Day,France,Allies,Support,563.1,613.41,4940.84,Eastern Front,Allied Victory,United Nations Charter,Joseph Stalin,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Asia,Stalingrad,Japan,Axis,Naval,201.01,1096.62,3294.32,Asia,Allied Victory,Tehran Conference,Adolf Hitler,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Asia,Stalingrad,Soviet Union,Allies,Air,142.26,1034.84,1062.62,Asia,Allied Victory,Armistice,Adolf Hitler,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,European,Stalingrad,Canada,Allies,Naval,791.01,1024.9,952.57,European,Allied Victory,Armistice,Winston Churchill,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,Asia,Battle of Britain,Italy,Axis,Support,1312.17,1188.16,441.94,Asia,Allied Victory,Yalta Conference,Winston Churchill,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Pacific,D-Day,Japan,Axis,Air,191.83,239.15,561.46,Pacific,Allied Victory,United Nations Charter,Joseph Stalin,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Pacific,Midway,Poland,Allies,Support,430.43,823.78,1603.65,Pacific,Allied Victory,Potsdam Conference,Charles de Gaulle,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Atlantic,Stalingrad,France,Allies,Naval,304.89,124.48,2266.97,Atlantic,Allied Victory,Yalta Conference,Hideki Tojo,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,North Africa,Midway,Soviet Union,Allies,Belligerent,150.03,982.81,2774.31,North Africa,Allied Victory,Tehran Conference,Adolf Hitler,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Eastern Front,El Alamein,China,Allies,Expeditionary,1499.79,1144.16,2990.68,Eastern Front,Allied Victory,United Nations Charter,Hideki Tojo,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,North Africa,Barbarossa,Poland,Allies,Belligerent,1310.2,230.83,2534.72,North Africa,Allied Victory,Yalta Conference,Joseph Stalin,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Atlantic,Midway,Italy,Axis,Support,539.88,535.72,2551.95,Atlantic,Allied Victory,United Nations Charter,Franklin D. Roosevelt,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,North Africa,Battle of Britain,Italy,Axis,Expeditionary,1179.69,399.48,2049.84,North Africa,Allied Victory,Yalta Conference,Hideki Tojo,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,Pacific,Stalingrad,United Kingdom,Allies,Support,760.99,37.16,4626.26,Pacific,Allied Victory,Armistice,Franklin D. Roosevelt,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,European,Barbarossa,Soviet Union,Allies,Belligerent,280.38,1063.99,3432.23,European,Allied Victory,Potsdam Conference,Hideki Tojo,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Asia,Okinawa,Canada,Allies,Naval,1202.65,440.99,4206.82,Asia,Allied Victory,Armistice,Adolf Hitler,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Pacific,Iwo Jima,Soviet Union,Allies,Expeditionary,790.49,236.96,3170.56,Pacific,Allied Victory,Armistice,Charles de Gaulle,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,Asia,El Alamein,Japan,Axis,Belligerent,45.94,300.2,334.14,Asia,Allied Victory,Tehran Conference,Winston Churchill,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Atlantic,Iwo Jima,Poland,Allies,Support,997.55,611.57,1162.4,Atlantic,Allied Victory,United Nations Charter,Charles de Gaulle,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Atlantic,El Alamein,United Kingdom,Allies,Expeditionary,751.85,304.96,2295.8,Atlantic,Allied Victory,Tehran Conference,Charles de Gaulle,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Eastern Front,D-Day,United States,Allies,Belligerent,665.24,148.52,2526.7,Eastern Front,Allied Victory,Yalta Conference,Franklin D. Roosevelt,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,North Africa,Okinawa,France,Allies,Expeditionary,787.65,75.44,4890.56,North Africa,Allied Victory,Tehran Conference,Winston Churchill,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Eastern Front,Barbarossa,Italy,Axis,Belligerent,1165.29,192.94,4269.34,Eastern Front,Allied Victory,United Nations Charter,Winston Churchill,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Atlantic,Iwo Jima,Poland,Allies,Naval,1245.94,38.01,4823.9,Atlantic,Allied Victory,Armistice,Charles de Gaulle,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Asia,Stalingrad,Japan,Axis,Expeditionary,704.96,287.13,2844.73,Asia,Allied Victory,Potsdam Conference,Joseph Stalin,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Pacific,Okinawa,France,Allies,Air,1073.18,857.07,2941.59,Pacific,Allied Victory,United Nations Charter,Charles de Gaulle,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,European,D-Day,Japan,Axis,Support,599.92,667.57,249.67,European,Allied Victory,Yalta Conference,Winston Churchill,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,European,Stalingrad,United Kingdom,Allies,Expeditionary,847.73,906.62,1615.87,European,Allied Victory,Yalta Conference,Hideki Tojo,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,North Africa,Okinawa,Soviet Union,Allies,Expeditionary,1417.76,1104.8,1804.0,North Africa,Allied Victory,United Nations Charter,Winston Churchill,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,Pacific,Okinawa,Soviet Union,Allies,Naval,1332.55,189.34,2887.71,Pacific,Allied Victory,Armistice,Joseph Stalin,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Eastern Front,Battle of Britain,Japan,Axis,Belligerent,1147.16,564.83,2266.22,Eastern Front,Allied Victory,Tehran Conference,Adolf Hitler,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Pacific,Okinawa,United Kingdom,Allies,Air,1045.48,150.48,998.76,Pacific,Allied Victory,Yalta Conference,Winston Churchill,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Asia,Iwo Jima,Japan,Axis,Naval,363.26,633.66,4154.9,Asia,Allied Victory,Tehran Conference,Winston Churchill,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,North Africa,Stalingrad,China,Allies,Belligerent,840.19,785.63,4955.98,North Africa,Allied Victory,Potsdam Conference,Winston Churchill,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Pacific,Stalingrad,Canada,Allies,Air,266.3,1151.94,2150.78,Pacific,Allied Victory,Potsdam Conference,Charles de Gaulle,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,North Africa,El Alamein,Japan,Axis,Belligerent,716.8,1075.38,128.11,North Africa,Allied Victory,Tehran Conference,Franklin D. Roosevelt,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,Pacific,Iwo Jima,Poland,Allies,Expeditionary,941.72,302.47,2788.36,Pacific,Allied Victory,Tehran Conference,Adolf Hitler,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Pacific,Midway,United States,Allies,Support,44.4,1159.54,2964.69,Pacific,Allied Victory,Yalta Conference,Hideki Tojo,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Atlantic,Okinawa,Poland,Allies,Belligerent,677.47,1006.75,4971.59,Atlantic,Allied Victory,Potsdam Conference,Adolf Hitler,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Asia,Battle of Britain,Italy,Axis,Expeditionary,1220.04,266.18,2660.65,Asia,Allied Victory,United Nations Charter,Adolf Hitler,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Asia,Barbarossa,United Kingdom,Allies,Naval,1382.33,646.73,1741.77,Asia,Allied Victory,Yalta Conference,Hideki Tojo,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,Eastern Front,D-Day,Italy,Axis,Support,1184.96,433.16,4897.77,Eastern Front,Allied Victory,United Nations Charter,Franklin D. Roosevelt,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Pacific,Iwo Jima,Canada,Allies,Air,349.5,833.53,4057.23,Pacific,Allied Victory,Potsdam Conference,Hideki Tojo,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Atlantic,Okinawa,United States,Allies,Air,1137.39,1173.23,1685.02,Atlantic,Allied Victory,United Nations Charter,Franklin D. Roosevelt,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Eastern Front,Iwo Jima,France,Allies,Air,700.96,1060.97,1120.9,Eastern Front,Allied Victory,Armistice,Adolf Hitler,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,European,Battle of Britain,United Kingdom,Allies,Naval,1486.3,622.18,4644.15,European,Allied Victory,United Nations Charter,Franklin D. Roosevelt,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,European,Iwo Jima,Japan,Axis,Expeditionary,1099.26,1028.05,2166.4,European,Allied Victory,Armistice,Winston Churchill,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Pacific,Battle of Britain,Germany,Axis,Support,879.22,43.66,3805.82,Pacific,Allied Victory,Yalta Conference,Charles de Gaulle,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Pacific,El Alamein,Soviet Union,Allies,Support,622.46,54.0,3470.61,Pacific,Allied Victory,Armistice,Charles de Gaulle,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,North Africa,El Alamein,Germany,Axis,Naval,415.79,127.74,2307.2,North Africa,Allied Victory,Armistice,Hideki Tojo,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Eastern Front,Barbarossa,Canada,Allies,Naval,19.07,414.18,1566.11,Eastern Front,Allied Victory,Yalta Conference,Joseph Stalin,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,North Africa,Barbarossa,United Kingdom,Allies,Support,1177.19,948.36,4963.95,North Africa,Allied Victory,Armistice,Winston Churchill,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,Pacific,Iwo Jima,Poland,Allies,Air,828.69,0.85,4769.62,Pacific,Allied Victory,Yalta Conference,Hideki Tojo,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,European,Midway,China,Allies,Belligerent,526.9,1057.28,1571.61,European,Allied Victory,Armistice,Franklin D. Roosevelt,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Asia,Battle of Britain,Poland,Allies,Support,325.57,641.1,3040.03,Asia,Allied Victory,United Nations Charter,Winston Churchill,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,Pacific,Okinawa,Poland,Allies,Belligerent,424.83,73.06,3443.84,Pacific,Allied Victory,Potsdam Conference,Franklin D. Roosevelt,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Eastern Front,Midway,France,Allies,Naval,794.06,726.02,2603.29,Eastern Front,Allied Victory,Potsdam Conference,Franklin D. Roosevelt,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,North Africa,El Alamein,Germany,Axis,Naval,116.84,814.92,4293.88,North Africa,Allied Victory,Armistice,Franklin D. Roosevelt,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Asia,D-Day,Italy,Axis,Expeditionary,35.99,744.36,4789.07,Asia,Allied Victory,Armistice,Adolf Hitler,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Asia,Stalingrad,Italy,Axis,Air,1349.0,1160.65,3623.47,Asia,Allied Victory,Potsdam Conference,Adolf Hitler,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Atlantic,Stalingrad,Italy,Axis,Expeditionary,643.3,1053.56,4253.3,Atlantic,Allied Victory,United Nations Charter,Adolf Hitler,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Eastern Front,Battle of Britain,Canada,Allies,Expeditionary,808.27,680.64,1119.9,Eastern Front,Allied Victory,Tehran Conference,Charles de Gaulle,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Asia,El Alamein,Poland,Allies,Support,342.09,300.67,539.4,Asia,Allied Victory,Tehran Conference,Hideki Tojo,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Asia,Iwo Jima,United States,Allies,Belligerent,298.6,1166.46,4320.74,Asia,Allied Victory,Tehran Conference,Franklin D. Roosevelt,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,European,Iwo Jima,Soviet Union,Allies,Belligerent,728.67,692.93,980.2,European,Allied Victory,Armistice,Franklin D. Roosevelt,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,North Africa,D-Day,Poland,Allies,Support,1380.4,634.47,4982.69,North Africa,Allied Victory,Potsdam Conference,Winston Churchill,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,North Africa,Okinawa,Italy,Axis,Expeditionary,618.51,344.87,1527.85,North Africa,Allied Victory,Yalta Conference,Hideki Tojo,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,European,Iwo Jima,Italy,Axis,Belligerent,1438.45,111.66,2487.99,European,Allied Victory,Potsdam Conference,Franklin D. Roosevelt,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Atlantic,Stalingrad,Germany,Axis,Expeditionary,51.17,88.87,1543.52,Atlantic,Allied Victory,Yalta Conference,Hideki Tojo,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,European,El Alamein,Japan,Axis,Naval,162.43,194.7,1476.7,European,Allied Victory,Potsdam Conference,Joseph Stalin,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Atlantic,El Alamein,Germany,Axis,Naval,102.1,295.8,4797.86,Atlantic,Allied Victory,Tehran Conference,Winston Churchill,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,European,D-Day,Italy,Axis,Belligerent,176.28,831.24,275.24,European,Allied Victory,Potsdam Conference,Joseph Stalin,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,European,Stalingrad,Italy,Axis,Support,987.15,645.72,3104.2,European,Allied Victory,Yalta Conference,Hideki Tojo,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Atlantic,Battle of Britain,France,Allies,Naval,1342.81,1130.3,1929.32,Atlantic,Allied Victory,Yalta Conference,Winston Churchill,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,North Africa,Midway,France,Allies,Support,869.11,74.17,4074.98,North Africa,Allied Victory,Tehran Conference,Joseph Stalin,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Pacific,Battle of Britain,Canada,Allies,Belligerent,284.46,113.73,100.05,Pacific,Allied Victory,Armistice,Hideki Tojo,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Asia,El Alamein,Germany,Axis,Air,1185.23,25.69,1728.32,Asia,Allied Victory,Tehran Conference,Charles de Gaulle,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Pacific,Stalingrad,Germany,Axis,Support,1107.65,1051.28,800.43,Pacific,Allied Victory,Yalta Conference,Winston Churchill,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,European,Battle of Britain,France,Allies,Support,752.21,345.12,640.41,European,Allied Victory,Yalta Conference,Adolf Hitler,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Pacific,Okinawa,Italy,Axis,Support,1156.77,755.75,2938.82,Pacific,Allied Victory,United Nations Charter,Charles de Gaulle,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Eastern Front,Barbarossa,Canada,Allies,Belligerent,852.56,412.58,4132.21,Eastern Front,Allied Victory,Armistice,Charles de Gaulle,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,European,Battle of Britain,United Kingdom,Allies,Belligerent,549.42,597.11,4154.71,European,Allied Victory,Yalta Conference,Joseph Stalin,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,North Africa,Barbarossa,Poland,Allies,Air,715.74,652.74,1030.03,North Africa,Allied Victory,Potsdam Conference,Charles de Gaulle,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Asia,Iwo Jima,Poland,Allies,Expeditionary,158.97,657.25,1104.0,Asia,Allied Victory,Armistice,Franklin D. Roosevelt,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Asia,Barbarossa,Germany,Axis,Naval,490.48,172.04,328.22,Asia,Allied Victory,United Nations Charter,Hideki Tojo,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,North Africa,Midway,Poland,Allies,Belligerent,381.17,571.66,4647.54,North Africa,Allied Victory,United Nations Charter,Franklin D. Roosevelt,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Pacific,Barbarossa,France,Allies,Naval,747.55,577.16,2920.83,Pacific,Allied Victory,Yalta Conference,Franklin D. Roosevelt,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Pacific,Battle of Britain,China,Allies,Support,1471.48,288.81,2682.88,Pacific,Allied Victory,Tehran Conference,Charles de Gaulle,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Pacific,Stalingrad,Italy,Axis,Air,366.65,298.67,978.84,Pacific,Allied Victory,Tehran Conference,Franklin D. Roosevelt,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Eastern Front,Midway,United States,Allies,Air,1156.92,929.44,1182.7,Eastern Front,Allied Victory,Yalta Conference,Charles de Gaulle,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,Asia,Barbarossa,United Kingdom,Allies,Air,1288.55,703.39,4495.61,Asia,Allied Victory,Armistice,Hideki Tojo,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,European,Barbarossa,France,Allies,Expeditionary,840.51,400.96,3103.2,European,Allied Victory,Tehran Conference,Joseph Stalin,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Asia,El Alamein,Canada,Allies,Naval,848.06,503.83,2540.18,Asia,Allied Victory,Armistice,Winston Churchill,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Eastern Front,Midway,China,Allies,Expeditionary,1021.44,939.79,1007.04,Eastern Front,Allied Victory,Yalta Conference,Hideki Tojo,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,North Africa,Barbarossa,United States,Allies,Belligerent,100.9,805.25,2125.89,North Africa,Allied Victory,Tehran Conference,Adolf Hitler,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,European,Battle of Britain,Italy,Axis,Belligerent,1015.22,647.06,4527.37,European,Allied Victory,Tehran Conference,Joseph Stalin,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,North Africa,El Alamein,Soviet Union,Allies,Naval,1142.45,1003.01,494.7,North Africa,Allied Victory,Armistice,Winston Churchill,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
